0	698.000000	147.000000	1	4	1
7	713.000000	161.000000	24	7.000000	4	1
7	679.000000	168.000000	24	7.000000	4	1
7	610.000000	177.000000	24	7.000000	3	1
7	567.000000	177.000000	24	7.000000	3	1
7	478.000000	177.000000	24	7.000000	2	1
7	416.000000	177.000000	24	7.000000	2	1
7	362.000000	177.000000	24	7.000000	2	1
7	311.000000	177.000000	24	7.000000	1	1
7	225.000000	177.000000	24	1.000000	1	1
7	98.000000	161.000000	24	7.000000	0	1
7	148.000000	97.000000	24	7.000000	0	0
6	58.000000	32.000000	22	159.000000	127.000000	2	0	0
1	0.000000	32.000000	22	0	0
1	16.000000	32.000000	22	0	0
1	32.000000	32.000000	22	0	0
1	48.000000	32.000000	22	0	0
1	256.000000	32.000000	22	1	0
1	272.000000	32.000000	22	1	0
1	288.000000	32.000000	22	1	0
1	304.000000	32.000000	22	1	0
1	320.000000	32.000000	22	2	0
1	336.000000	32.000000	22	2	0
1	352.000000	32.000000	22	2	0
1	368.000000	32.000000	22	2	0
1	384.000000	32.000000	22	2	0
1	400.000000	32.000000	22	2	0
1	416.000000	32.000000	22	2	0
1	432.000000	32.000000	22	2	0
1	448.000000	32.000000	22	2	0
1	464.000000	32.000000	22	2	0
1	480.000000	32.000000	22	3	0
1	496.000000	32.000000	22	3	0
1	512.000000	32.000000	22	3	0
1	528.000000	32.000000	22	3	0
1	544.000000	32.000000	22	3	0
1	560.000000	32.000000	22	3	0
1	576.000000	32.000000	22	3	0
1	592.000000	32.000000	22	3	0
1	608.000000	32.000000	22	3	0
1	624.000000	32.000000	22	3	0
1	640.000000	32.000000	22	4	0
1	656.000000	32.000000	22	4	0
1	672.000000	32.000000	22	4	0
1	688.000000	32.000000	22	4	0
1	0.000000	48.000000	22	0	0
1	16.000000	48.000000	22	0	0
1	0.000000	64.000000	22	0	0
1	16.000000	64.000000	22	0	0
1	0.000000	80.000000	22	0	0
1	16.000000	80.000000	22	0	0
1	0.000000	96.000000	22	0	0
1	16.000000	96.000000	22	0	0
1	0.000000	112.000000	22	0	0
1	16.000000	112.000000	22	0	0
1	0.000000	128.000000	22	0	1
1	16.000000	128.000000	22	0	1
1	96.000000	128.000000	22	0	1
1	112.000000	128.000000	22	0	1
1	128.000000	128.000000	22	0	1
1	144.000000	128.000000	22	0	1
1	160.000000	128.000000	22	1	1
1	176.000000	128.000000	22	1	1
1	736.000000	128.000000	22	4	1
1	752.000000	128.000000	22	4	1
1	0.000000	144.000000	22	0	1
1	16.000000	144.000000	22	0	1
1	0.000000	160.000000	22	0	1
1	16.000000	160.000000	22	0	1
1	32.000000	160.000000	22	0	1
1	48.000000	160.000000	22	0	1
1	288.000000	160.000000	22	1	1
1	304.000000	160.000000	22	1	1
1	416.000000	160.000000	22	2	1
1	432.000000	160.000000	22	2	1
1	0.000000	176.000000	22	0	1
1	16.000000	176.000000	22	0	1
1	0.000000	192.000000	22	0	1
1	16.000000	192.000000	22	0	1
1	64.000000	192.000000	22	0	1
1	80.000000	192.000000	22	0	1
1	96.000000	192.000000	22	0	1
1	112.000000	192.000000	22	0	1
1	672.000000	192.000000	22	4	1
1	688.000000	192.000000	22	4	1
1	704.000000	192.000000	22	4	1
1	720.000000	192.000000	22	4	1
1	736.000000	192.000000	22	4	1
1	752.000000	192.000000	22	4	1
1	0.000000	208.000000	22	0	1
1	16.000000	208.000000	22	0	1
1	128.000000	208.000000	22	0	1
1	144.000000	208.000000	22	0	1
1	160.000000	208.000000	22	1	1
1	176.000000	208.000000	22	1	1
1	192.000000	208.000000	22	1	1
1	208.000000	208.000000	22	1	1
1	224.000000	208.000000	22	1	1
1	240.000000	208.000000	22	1	1
1	256.000000	208.000000	22	1	1
1	272.000000	208.000000	22	1	1
1	288.000000	208.000000	22	1	1
1	304.000000	208.000000	22	1	1
1	320.000000	208.000000	22	2	1
1	336.000000	208.000000	22	2	1
1	352.000000	208.000000	22	2	1
1	368.000000	208.000000	22	2	1
1	384.000000	208.000000	22	2	1
1	400.000000	208.000000	22	2	1
1	416.000000	208.000000	22	2	1
1	432.000000	208.000000	22	2	1
1	448.000000	208.000000	22	2	1
1	464.000000	208.000000	22	2	1
1	480.000000	208.000000	22	3	1
1	496.000000	208.000000	22	3	1
1	512.000000	208.000000	22	3	1
1	528.000000	208.000000	22	3	1
1	544.000000	208.000000	22	3	1
1	560.000000	208.000000	22	3	1
1	576.000000	208.000000	22	3	1
1	592.000000	208.000000	22	3	1
1	608.000000	208.000000	22	3	1
1	624.000000	208.000000	22	3	1
1	640.000000	208.000000	22	4	1
1	656.000000	208.000000	22	4	1
1	672.000000	208.000000	22	4	1
1	688.000000	208.000000	22	4	1
1	704.000000	208.000000	22	4	1
1	720.000000	208.000000	22	4	1
1	736.000000	208.000000	22	4	1
1	752.000000	208.000000	22	4	1
1	752.000000	192.000000	22	4	1
1	752.000000	176.000000	22	4	1
1	752.000000	160.000000	22	4	1
1	752.000000	144.000000	22	4	1
1	752.000000	128.000000	22	4	1
1	752.000000	112.000000	22	4	0
1	752.000000	96.000000	22	4	0
1	752.000000	80.000000	22	4	0
1	752.000000	64.000000	22	4	0
50	30.000000	26.000000	0	120.000000	34.000000	5	0	0
